Product code,Product name,Cost,Price,Custom barcode id
PD68000328,"ห่วงเกลียวรุ้ง 80 cm.32"" SY-A0803",55,75,6956373008034
PD68000329,"ห่วงเรนโบว์วิ้งๆด้ามจับ 80 cm.32"" SY-A0923",61.2,75,6956373009239
PD68000330,"ห่วงฮิปโป ม่วง 80 cm.32""",42.75,55,8859811111106
PD68000331,Bingo 9023,38.3333,55,8851631090234
PD68000332,ห่วงแตงโม 24 นิ้ว 60 cm. SY-A2128,34.18591865,45,6956373020289
PD68000333,"ห่วงฮิปโป ชมพู 80 cm.32""",42.75,55,8859811111076
PD68000334,"ห่วงฮิปโป เขียว 80 cm.32""",42.75,55,8859811111090
PD68000335,"ห่วงฮิปโป ขาว 80 cm.32""",42.75,55,8859811111083
PD68000336,"ห่วงชบาด้ามจับ ชมพู 30""",42.75,60,8859811110956
PD68000337,"ห่วงชบาด้ามจับ ม่วง 30""",42.75,60,8859811110949
PD68000338,"ห่วงชบาด้ามจับ ฟ้า 30""",42.75,60,8859811110963
PD68000339,"ห่วงชบาด้ามจับ เขียว 30""",42.75,60,8859811110932
PD68000340,"ห่วงนาวีจับ แดง 30""",42.75,60,8859811111335
PD68000341,ห่วงนาวีด้ามจับ น้ำเงิน 30 นิ้ว,42.75,60,8859811111342
PD68000342,"ห่วงนาวีด้ามจับ เขียว 30""",42.75,60,8859811111359
PD68000343,"ห่วงโดนัท Mahnam ช็อก 30""",40,55,8859811110703
PD68000344,"ห่วงโดนัท Mahnam แดง 30""",40,55,8859811110697
PD68000346,"ห่วงโดนัท Mahnam ชมพู 30""",40,55,8859811110727
PD68000347,"ห่วงโดนัท Mahnam ฟ้า 30""",40,55,8859811110710
PD68000348,"ห่วงแฟนซีกลิตเตอร์ 30""",62,75,8859811111878
PD68000349,"ห่วง 2 ชั้น ฟ้า cupCake 30""",47.5,60,8859811110475
PD68000350,"ห่วง 2 ชั้น ฟ้า ไดโนเสาร์ 30""",47.5,60,8859811115050
PD68000351,"ห่วง 2 ชั้น เหลือง cupCake 30""",47.5,60,8859811110482
PD68000352,"ห่วง 2 ชั้น เหลือง 30""",47.5,60,8859811110567
PD68000353,"ห่วง 2 ชั้น ชมพู 30""",47.5,60,
PD68000354,"ห่วง 2 ชั้น ชมพู 30""",47.5,60,8859811110529
PD68000355,"ห่วง 2 ชั้น ชมพู ไดโนเสาร์ 30""",47.5,60,8859811110536
PD68000356,"ห่วง 2 ชั้น เขียว ไดโนเสาร์ 30""",47.5,60,8859811110499
PD68000358,"ห่วง welcome  36"" SY-A2049",63,75,6956373120491
PD68000359,"ห่วงคัลเลอร์ฟูล 36"" SY-A2133",62.97406067,90,6956379021334
PD68000361,"ห่วงสายรุ้ง+กลิตเตอร์ด้ามจับ 90 cm 36""",72,85,6956373020166
PD68000362,"ห่วงเรนโบว์วิ้งๆ ด้ามจับ 90 cm 36"" SY-A0925",70.2,85,6956373009253
PD68000363,"ห่วงเกลียวรุ้ง 90 cm 36"" SY-A0805",62,85,6956373008058
PD68000364,"ห่วง 2 ชั้น 90 cm 36""",54,70,6956373007907
PD68000365,"ห่วง 2 ชั้น 90 cm 36""",54,70,6956373002513
PD68000366,"ห่วงมัดย้อมด้ามจับ 82 cm 36""",80.75,100,8859811110635
PD68000367,"ห่วงแตงโม 90 cm 36""",72,85,8859811100773
PD68000368,"ห่วงเป็ดด้ามจับ 85 cm 36""",67.5,85,8859811100919
PD68000369,"ห่วงนางเงือก 91 cm 36""",71.25,85,8859811100759
PD68000370,"ห่วงอมยิ้ม | ส้ม | สายรุ้ง 90 cm 36""",71.25,85,8859811100063
PD68000371,"ห่วงถูกคละแบบ 90 cm 36""",40,50,8850002005259
PD68000372,"ห่วงถูกคละแบบ 90 cm 36""",40,50,8859811110772
PD68000373,"ห่วงโดนัท คละสี SAINTEVE 90 cm 36""",55.8,75,6956373108598
PD68000374,"ห่วงโดนัท คละสี SAINTEVE 90 cm 36""",56,75,6956373008607
PD68000375,"ห่วงโดนัท คละสี  SAINTEVE 120 cm 48""",117,135,6956373008591
PD68000376,"ห่วงฮิปโป ม่วง 90 cm 36""",81,100,8859811111144
PD68000377,"ห่วงฮิปโป ชมพู 90 cm 36""",81,100,8859811111113
PD68000378,"ห่วงฮิปโป เขียว 90 cm 36""",81,100,8859811111137
PD68000379,"ห่วงฮิปโป ขาว 90 cm 36""",81,100,8859811111588
PD68000380,"ห่วงชบาด้ามจับ ม่วง 90 cm 36""",81,100,8859811110987
PD68000382,แพปลาวาฬฟ้า,0,200,ST00004
PD68000385,แพที่นอนใสมีพนัก Intex,0,350,ST00007
PD68000386,แพที่นอนฟ้ามีพนัก Intex,0,350,ST00008
PD68000387,แพกล้วยหอม,0,220,ST00009
PD68000388,แพสไปฯแดง,0,250,ST00010
PD68000389,แพที่นอนมีพนักฟ้า-ขาว Bestway,0,250,ST00011
PD68000390,ขาสอดยูนิคอร์น Baby Boat 70 cm. SY-A0775,54,70,6956373007754
PD68000391,ขาสอดยูนิคอร์น Baby Boat 70 cm. SY-A0775,54,70,6956373107751
PD68000392,ค่าส่ง,0,0,ST00012
PD68000393,แพ potato chips Intex,540,599,6941057408613
PD68000394,แพหอยเชลล์ OM,255,370,8859074818279
PD68000395,ขาสอดเด็กปืนฉีดน้ำ,100,190,8858711961194
PD68000396,แพวัวกระทิง,220,350,8859074821262
PD68000397,แพหอยมุก Bestway,940,1000,6942138985191
PD68000398,แพเต่าลายดอก Intex,410,470,6941057402994
PD68000399,แพยีราฟเหลือง OM,220,350,8859074821255
PD68000400,แพหลุม,170.9295932,220,6956373020104
PD68000401,รอกว่าว,20,20,ST00015
PD68000402,รถดั้ม+ตักทรายล้อโต,44,30,8851631053147
PD68000403,ขาสอดย้อยกลมลายหมี,71.97035505,85,6956373203811
PD68000405,ดาบดำ,35,40,8859472401073
PD68000406,ดาบขาว,35,40,825961732308
PD68000407,"บอร์ดแข็ง 17""",54,65,8859316333621
PD68000408,"ห่วงกล่องเอลซ่า 22""",52,60,8859074810006
PD68000409,แพพนักพิงฟ้า ขาว,225,250,ST00016
PD68000410,แพหอยมุข Big Splash,900,1000,ST00017
PD68000411,แพโลมาดำ Bestway,235,280,ST00019
PD68000412,แพ เจ็ทสกี,215,250,ST00020
PD68000413,แพนกเงือก,200,230,ST00021
PD68000414,แพตาข่ายฟ้า ขาว กลม Bestway,275,310,ST00022
PD68000415,แพเรือส้ม,0,590,ST00024
PD68000416,แพยูนิคอน Splash and play,0,490,ST00025
PD68000418,แพนกยูง Peacock,0,490,ST00027
PD68000419,แพที่นอนมีพนักฟ้า-ขาว Bestway,225,250,6942138944150
PD68000420,แพที่นอนใส/ฟ้า มีพนัก Intex,315,350,6941057408903
PD68000421,แพเต่าเด็ก Bestway,290,390,6942138924046
PD68000422,แพสไปฯแดง,225,250,6942138952025
PD68000423,แพปลาโลมา ใสฟ้า Bestway,175,200,8859074823044
PD68000424,แพกล้วยหอม,190,220,8859748203950
PD68000425,"ห่วงกล่องเอลซ่าโอราฟ 24""",54,65,8859074821552
PD68000426,บอลพวงสี 7cm. 25 ลูก,45,55,ST00074
PD68000427,"ห่วงกล่อง LOL 30""",74.25,90,8859074826816
PD68000428,"ห่วงกล่อง CARS 30""",74.25,90,8859074802575
PD68000429,"ห่วงกล่อง PJ MASKS 30""",50,90,8859074822115
PD68000430,"ห่วงกล่องพาวเวอร์พัฟฟ์เกิลส์ 30""",50,90,8859074816183
PD68000431,"ห่วงกล่องเป็ด 30""",74.25,90,8859074823938
PD68000432,"ห่วงกล่องทิงเกอร์เบลล์ 30""",74.25,90,8856641007241
PD68000433,"ห่วงกล่องสไปเดอร์แมน 24""",54,65,8856641002031
PD68000434,"ห่วงกล่องมินนี่เมาส์ 24""",54,65,8859074809512
PD68000435,"ห่วงกล่องมิกกี้เมาส์ 24""",54,65,8856641027058
PD68000436,"ห่วงกล่องสนูปี้ 24""",54,65,8859074821736
PD68000437,"ห่วงกล่องเจ้าหญิง 24""",54,65,8859074821323
PD68000438,"ห่วงกล่องเอลซ่า 24""",54,65,8859074810013
PD68000439,"ห่วงกล่องเจ้าหญิง PET 24""",54,65,8859074814943
PD68000440,"ห่วงกล่องพาวเวอร์พัฟฟ์เกิลส์ 24""",54,65,8859074816176
PD68000441,"ห่วงกล่อง LOL 24""",35,65,8859074826809
PD68000442,"ห่วงกล่องนีโม 24""",54,65,8856641026990
PD68000443,"ห่วงกล่อง PEPPA PIG 24""",54,65,8859074821897
PD68000444,"ห่วงกล่อง CARS 24""",54,65,8856641009269
PD68000445,"ห่วงกล่อง PJ MASKS 24""",54,65,8859074822108
PD68000446,"ห่วงกล่อง PLANES 24""",54,65,8859074802018
PD68000447,"ห่วงชบาด้ามจับ ฟ้า 90 cm 36""",81,100,8859811111007
PD68000448,"ห่วงชบาด้ามจับ เขียว 90 cm 36""",81,100,8859811110970
PD68000449,"ห่วงนาวีด้ามจับ แดง 82 cm 36""",80.75,100,8859811111366
PD68000450,"ห่วงนาวีด้ามจับ น้ำเงิน 82 cm 36""",80.75,100,8859811111373
PD68000451,"ห่วงนาวีด้ามจับ เขียว 82 cm 36""",80.75,100,8859811111380
PD68000452,"โดนัทหัวใจ MAHNAM 90 cm 36""",55.8,75,8850002005167
PD68000453,แพห่วง (ถุง),150,180,6956373022450
PD68000454,แพ โลมาใส ชมพู,120,170,8859811100957
PD68000455,แพ โลมาใส ฟ้า,108,170,8859811100940
PD68000456,"ขาสอดเครื่องบิน 36""",130,190,8859811111632
PD68000457,"ขาสอดเครื่องบิน 36"" ฟ้า",130,190,8859811100964
PD68000458,ตุ๊กตาล้มลุกมังกร,95,120,8850001023438
PD68000459,ตุ๊กตาล้มลุก นักมวย,88.445,120,8859811110055
PD68000460,ตุ๊กตาล้มลุก โลมา,95,120,8859811110079
PD68000461,เครื่องสูบลมไฟฟ้า LOMA,60,95,8851059138846
PD68000462,เครื่องสูบลมมือ ใหญ่ Best way,120,160,6942138917925
PD68000463,เครื่องสูบลมมือ เล็ก Double quick,68,90,6941057466125
PD68000464,"ขาสอดเป็ด MAHNAM 36"" ไม่มีด้ามจับ",61.75,75,8859811101053
PD68000468,บอลพวงแคนดี้ 7 cm. 25 ลูก,48,57,ST00075
PD68000469,แพปลานีโม sainteve,175.5,200,6956373050293
PD68000471,บอร์ดสีพื้น,55,75,6910102401091
PD68000472,ไส้โป่ง+ก้าน,49,55,ST00028
PD68000473,บอลรุ้งมะพร้าวหนา,50,70,ST00029
PD68000474,แพฟลามิงโก้ Mega (Intex),900,1100,6941057417370
PD68000475,ชูชีพเป่าลมปลา M,45,55,6956373009000
PD68000477,แพเต่า Happy SY-A2191,300,330,6956373021910
PD68000479,ห่วงชบาด้ามจับ ชมพู 90 cm. 36นิ้ว,81,100,8859811110994
PD68000480,"ห่วงแฟนซีกลิตเตอร์ 36""",61.75,85,ST00031
PD68000481,"ห่วงกล่องมินนี่เม้าส์ 22""",0,60,8859074823549
PD68000483,แพไอติมแท่ง Bestway,0,265,ST00033
PD68000485,แพฟลามิงโก้ OM,0,520,ST00035
PD68000486,แพยูนิคอร์น OM,0,490,ST00036
PD68000488,"ขาสอดเต่า 28"" SY-A1171",54,70,6956373011713
PD68000490,ห่วงยางดอกชบามือจับ 110 cm.sainteve,90,125,6956373021798
PD68000491,ห่วงกล่องโพนี่ขาว 120 cm.SY-A0690,190,245,8859316312961
PD68000492,แพแมวน้ำ Bestway,350,390,6941607312223
PD68000493,แพสนูปี้,210,250,8859074823457
PD68000494,"ห่วงยางลายSun beach 100cm. 39""",99,125,6956373011386
PD68000495,ขาสอดเป็ด sainteve SY-A0771 95x75cm,99,110,6956373007716
PD68000496,แพตาข่ายถุง,150,180,8857121575113
PD68000497,"ห่วงกล่องเป็ด steve 90cm 36"" SY-A0765",98.9592382,135,6956373007655
PD68000498,ปลอกแขนกล่องTiger pooh,45,55,8856641028147
PD68000499,"ห่วงกล่อง Dory We swim 22""",51.75,60,8859074814660
PD68000500,"ห่วงกล่อง Dory Blue Friend 22""",51.75,60,8859074814677
PD68000501,"ห่วงกล่อง สไปเดอร์แมน 20""",45,55,8856641001997
PD68000502,"ห่วงกล่อง สไปเดอร์แมน 20""",45,55,8859074828643
PD68000503,"ห่วงกล่อง โดเรม่อน 20""",45,55,8859074801516
PD68000504,"ห่วงกล่อง โดเรม่อน 20""",45,55,8858740488846
PD68000505,"ห่วงกล่อง power puff girl 20""",44,55,8859074816152
PD68000506,"ห่วงกล่องมิกกี้เม้า 20""",45,55,8859074820227
PD68000507,"ห่วงกล่อง lol 20""",45,55,8859074826786
PD68000508,"ห่วงกล่อง Smart Princesses 20""",45,55,8859074809628
PD68000509,แพสุนัขกูฟฟี่ Bestway,250,270,ST00041
PD68000510,แพสายรุ้ง,240,280,8859811111069
PD68000511,แว่น 20. ลัง,432,530,6913516417221
PD68000513,ห่วงกล่องฟลามิงโก้ วิ้งๆ 90 cm. SY-A2207,117,145,6956373022078
PD68000514,แพยูนิคอร์น MAHNAM,180,250,8859811100209
PD68000515,แพเต่าเด็ก sainteve SY-0347,270,330,6956373003473
PD68000516,แว่นกล่องเด็ก sainteve SY-5039,76.5,90,6956373090657
PD68000517,แว่นตาว่ายน้ำเด็กคละสี SY-5600 กล่อง,53.97776629,65,6956373095607
PD68000518,แว่นตาว่ายน้ำ SY-6045 น้ำเงินเหลี่ยม,67.5,90,6956373091395
PD68000520,แว่นตาว่ายน้ำเด็ก SY-5041 เขียวเหลี่ยม,76.5,90,6956373091418
PD68000521,แว่นตาว่ายน้ำผู้ใหญ่ dry super 8016,76.99158107,100,8859316315146
PD68000522,แพโลมาแฟนซี Intex,210,250,6941057455358
PD68000523,เรือเป็ดเด็กมีเสียง Bestway,150,190,6941607312414
PD68000524,แพเป็ดเด็ก Bestway,200,260,8859074830448
PD68000525,แพฟลามิงโก้เด็ก Bestway,210,270,6942138925944
PD68000526,หมวกว่ายน้ำ,0,20,8857121579357
PD68000527,"ห่วงกล่องเบ็นเท็น 18""",40,50,8859074816329
PD68000528,"ห่วงกล่องสไปเดอร์แมน 18""",40,50,8859074820616
